,children,content,creationTime,creationTimeDisplay,fetched_at,fullName,id,isAdministrator,like,media,product_code,score,text,code,displayName
2561,[],"Pin của máy khá ấn tượng, tôi có thể làm việc liên tục cả ngày mà không cần sạc lại. ",2025-01-01T01:41:08.303Z,4 tháng trước,2025-04-16 16:04:54,Thúy Diễm,59079.0,False,0.0,"{'images': [], 'videos': []}",380506815573,5.0,,380506815573,Asus Vivobook S 15 OLED S5507QA-MA090WS X1E-78-100
2562,[],Asus Vivobook S 15 OLED là một lựa chọn không thể bỏ qua,2025-01-01T01:40:35.330Z,4 tháng trước,2025-04-16 16:04:54,Bảo Vy,59078.0,False,0.0,"{'images': [], 'videos': []}",380506815573,5.0,,380506815573,Asus Vivobook S 15 OLED S5507QA-MA090WS X1E-78-100
2563,[],"Màn hình OLED cực kỳ sắc nét, xem phim hay làm việc đều tuyệt vời",2025-01-01T01:40:08.673Z,4 tháng trước,2025-04-16 16:04:54,Huyền Trang,59077.0,False,0.0,"{'images': [], 'videos': []}",380506815573,5.0,,380506815573,Asus Vivobook S 15 OLED S5507QA-MA090WS X1E-78-100
2568,"[{'id': 48183, 'creationTime': '2024-12-24T02:44:35.000Z', 'creationTimeDisplay': '4 tháng trước', 'content': '<p>Chào anh Thành,</p><p><br></p><p>Máy Asus Vivobook S 15 OLED S5507QA-MA090WS sử dụng card đồ họa rời NVIDIA GeForce MX550. Đây là card đồ họa rời mức trung cấp, giúp nâng cao hiệu suất xử lý đồ họa, phù hợp với các tác vụ như chỉnh sửa hình ảnh, video, chơi game nhẹ và các công việc đồ họa khác. </p><p><br></p><p>Bên em xin phép liên hệ để tư vấn chi tiết hơn. Nếu cần thêm thông tin khác anh gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo&nbsp;<a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a>.</p><p><br></p><p>Thân mến!</p>', 'score': None, 'like': 0, 'fullName': 'Đỗ Thị Cẩm  Tiên', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]",Máy có card đồ họa rời không hay dùng card tích hợp?,2024-12-24T02:43:59.238Z,4 tháng trước,2025-04-16 16:05:04,Thành,48182.0,False,0.0,"{'images': [], 'videos': []}",380506815573,,,380506815573,Asus Vivobook S 15 OLED S5507QA-MA090WS X1E-78-100
2575,[],"Chọn Vivobook S 15 OLED là khỏi nghĩ, vừa khỏe, vừa đẹp, vừa sang trọng",2024-12-22T02:59:56.384Z,4 tháng trước,2025-04-16 16:05:14,Ân,43624.0,False,0.0,"{'images': [], 'videos': []}",380506815573,5.0,,380506815573,Asus Vivobook S 15 OLED S5507QA-MA090WS X1E-78-100
2576,[],"Làm việc, giải trí đều ngon. Đặc biệt màn hình cực kỳ xuất sắc, thích lắm luôn",2024-12-22T02:59:24.841Z,4 tháng trước,2025-04-16 16:05:14,an,43623.0,False,0.0,"{'images': [], 'videos': []}",380506815573,5.0,,380506815573,Asus Vivobook S 15 OLED S5507QA-MA090WS X1E-78-100
2577,[],"Pin tốt, sạc nhanh, phù hợp với nhu cầu làm việc cả ngày mà không lo gián đoạn.",2024-12-22T02:58:55.762Z,4 tháng trước,2025-04-16 16:05:14,Trúc,43622.0,False,0.0,"{'images': [], 'videos': []}",380506815573,4.0,,380506815573,Asus Vivobook S 15 OLED S5507QA-MA090WS X1E-78-100
2578,[],"Cấu hình mạnh, làm việc đồ họa mượt. Chỉ tiếc là quạt hơi ồn khi chạy nặng.",2024-12-22T02:58:25.648Z,4 tháng trước,2025-04-16 16:05:24,Thúy Hằng,43621.0,False,0.0,"{'images': [], 'videos': []}",380506815573,4.0,,380506815573,Asus Vivobook S 15 OLED S5507QA-MA090WS X1E-78-100
2579,[],"Pin chỉ ở mức trung bình, làm việc lâu cần mang theo sạc, hy vọng cải tiến",2024-12-22T02:57:51.656Z,4 tháng trước,2025-04-16 16:05:24,Thúy Ngọc,43620.0,False,0.0,"{'images': [], 'videos': []}",380506815573,3.0,,380506815573,Asus Vivobook S 15 OLED S5507QA-MA090WS X1E-78-100
2580,[],"Màn OLED đẹp nhưng hơi lóa dưới ánh sáng mạnh, mong cải thiện thêm ở bản sau",2024-12-22T02:57:18.168Z,4 tháng trước,2025-04-16 16:05:24,thu hà,43619.0,False,0.0,"{'images': [], 'videos': []}",380506815573,3.0,,380506815573,Asus Vivobook S 15 OLED S5507QA-MA090WS X1E-78-100
2583,"[{'id': 105386, 'creationTime': '2025-03-08T11:01:51.000Z', 'creationTimeDisplay': 'một tháng trước', 'content': '<p>Chào anh Đanh, </p><p>Dạ mẫu đang có bảo hành chính hãng 12 tháng +  1 năm bảo hàng FPT hết 10/3, lỗi 1 đổi 1 trong 30 ngày đầu nếu phát sinh lỗi từ nhà sản xuất về phần cứng ạ</p><p>Nếu cần thêm thông tin khác anh gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo <a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a>. Để được hỗ trợ nhanh nhất ạ.</p><p>Thân mến!</p>', 'score': None, 'like': 0, 'fullName': 'Nguyễn Trung Hữu', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]",Máy này chính sách bảo hành thế nào vậy ạ,2025-03-08T10:59:11.250Z,một tháng trước,2025-04-16 16:05:25,Đanh,105385.0,False,0.0,"{'images': [], 'videos': []}",970118640110,,,970118640110,Acer Aspire 7 A715-76-53PJ i5 12450H (NH.QGESV.007)
2585,"[{'id': 105293, 'creationTime': '2025-03-08T02:25:08.000Z', 'creationTimeDisplay': 'một tháng trước', 'content': '<p>Chào Chị Nhi,</p><p><br></p><p>Dạ rất tiếc máy chưa có sẵn tại FPTShop Vĩnh Long. Laptop Acer Aspire 7&nbsp;A715-76-53PJ&nbsp;i5&nbsp;12450H/16GB/512GB/15.6""FHD/Win11 giá từ 13.890.000&nbsp;₫ &nbsp;áp dụng đến 10/03&nbsp;</p><p>Tặng phiếu mua hàng 400,000đ áp dụng đến 10/03 (Không áp dụng trả góp 0%)&nbsp;</p><p>Tặng tai nghe Bluetooth choàng đầu có mic Havit H628BT (hết hàng hoàn tiền 250,000đ) áp dụng đến 10/03</p><p>Tặng thêm bảo hành 1 năm.</p><p>Bên em hỗ trợ mình cọc luôn online để hàng về được nhanh chóng nha, thời gian vận chuyển khoảng 3-5 ngày (không tính Thứ 7 - Chủ Nhật)&nbsp; </p><p><br></p><p>Bên em xin phép liên hệ để tư vấn chi tiết hơn. Nếu cần thêm thông tin khác anh/ chị gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo&nbsp;&nbsp;<a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a>&nbsp;.</p><p><br></p><p>Thân mến!</p>', 'score': None, 'like': 0, 'fullName': 'Vũ Thị Vân Anh', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]",Còn ở Vĩnh Long k ạ,2025-03-08T02:11:37.251Z,một tháng trước,2025-04-16 16:05:25,Nhi,105292.0,False,0.0,"{'images': [], 'videos': []}",970118640110,,,970118640110,Acer Aspire 7 A715-76-53PJ i5 12450H (NH.QGESV.007)
2587,"[{'id': 104440, 'creationTime': '2025-03-03T06:11:57.000Z', 'creationTimeDisplay': 'một tháng trước', 'content': '<p>Chào chị Vinh</p><p><br></p><p>Dạ Laptop Acer Aspire 7&nbsp;A715-76-53PJ&nbsp;i5&nbsp;12450H/16GB/512GB/15.6""FHD/Win11 giá giảm còn <strong>13.990.000&nbsp;₫ </strong>áp dụng đến 03/03 (Không áp dụng kèm trả góp 0%)&nbsp;và Tặng tai nghe Bluetooth choàng đầu có mic Havit H628BT áp dụng đến 03/03&nbsp;<a href=""https://fptshop.com.vn/phu-kien/tai-nghe-bluetooth-choang-dau-co-mic-havit-h628bt"" rel=""noopener noreferrer"" target=""_blank"">Xem chi tiết</a>,Tặng thêm bảo hành 1 năm&nbsp;</p><p><br></p><p>Không chỉ là một chiếc laptop với hiệu suất ổn định - máy còn được trang bị 16GB RAM DDR4, chiếc máy tính xách tay này sẽ mang đến khả năng xử lý đa nhiệm mạnh mẽ, cho phép bạn chạy mượt mà nhiều ứng dụng cùng lúc mà không gặp phải bất cứ sự cố nào.</p><p><br></p><p>Bên em xin phép liên hệ để tư vấn chi tiết hơn. Nếu cần thêm thông tin khác anh/ chị gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo&nbsp;&nbsp;<a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a>&nbsp;.</p><p><br></p><p>Thân mến!</p>', 'score': None, 'like': 0, 'fullName': 'Trần Thị Khánh An', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]",Con này chơi game ổn k ad ,2025-03-03T05:56:11.326Z,một tháng trước,2025-04-16 16:05:25,Dieu Vinh,104439.0,False,0.0,"{'images': [], 'videos': []}",970118640110,,,970118640110,Acer Aspire 7 A715-76-53PJ i5 12450H (NH.QGESV.007)
2589,"[{'id': 80983, 'creationTime': '2025-01-14T02:08:48.000Z', 'creationTimeDisplay': '3 tháng trước', 'content': '<p>Chào chị Ngọc,</p><p><br></p><p>Dạ sản phẩm  Laptop Acer Aspire 7&nbsp;A715-76-53PJ&nbsp;i5&nbsp;12450H/16GB/512GB/15.6""FHD/Win11 <strong>Hiệu suất mạnh mẽ với Intel Core i5 thế hệ 12</strong></p><p>Có mức giá ưu đãi chỉ còn&nbsp;<strong>13.990.000&nbsp;₫ </strong>Tặng phiếu mua hàng 250,000đ&nbsp;ạ </p><p>Da sản phẩm bên em đang có hàng sẵn ở khu vực Thành Phố Nam Định ạ </p><p>Bên em xin phép liên hệ để tư vấn chi tiết hơn. Nếu cần thêm thông tin khác chị gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo&nbsp;<a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a></p><p><br></p><p>Thân mến!</p>', 'score': None, 'like': 0, 'fullName': 'Nguyễn Triệu Nhiên', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]",máy có ở sẵn tại tp nam định ko,2025-01-13T19:53:33.366Z,3 tháng trước,2025-04-16 16:05:25,ngọc,80909.0,False,0.0,"{'images': [], 'videos': []}",970118640110,,,970118640110,Acer Aspire 7 A715-76-53PJ i5 12450H (NH.QGESV.007)
2591,"[{'id': 80099, 'creationTime': '2025-01-13T12:09:40.000Z', 'creationTimeDisplay': '3 tháng trước', 'content': '<p>Chào anh Hoàng Anh,</p><p><br></p><p>Dạ Laptop Acer Aspire 7&nbsp;A715-76-53PJ&nbsp;i5&nbsp;12450H/16GB/512GB/15.6""FHD/Win11 đang có sẵn tại FPTShop Đông Anh ạ. Sản phẩm đang có giá giảm chỉ từ 13.990.000&nbsp;₫ Tặng phiếu mua hàng 250,000đ. Acer Aspire 7 A715-76-53PJ một chiếc laptop hiệu suất cao, đa năng và phong cách. </p><p><br></p><p>Bên em xin phép liên hệ để tư vấn chi tiết hơn. Nếu cần thêm thông tin khác anh gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo&nbsp;<a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a></p><p><br></p><p>Thân mến!</p>', 'score': None, 'like': 0, 'fullName': 'Vũ Thị Vân Anh', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]",Cho mình hỏi máy này hiện tại ở Đông Anh còn không ạ,2025-01-13T11:16:36.270Z,3 tháng trước,2025-04-16 16:05:25,Hoàng an,80092.0,False,0.0,"{'images': [], 'videos': []}",970118640110,,,970118640110,Acer Aspire 7 A715-76-53PJ i5 12450H (NH.QGESV.007)
2593,"[{'id': 52754, 'creationTime': '2024-12-26T04:13:56.000Z', 'creationTimeDisplay': '4 tháng trước', 'content': '<p>Chào chị Chi, </p><p>Dạ chị tham khảo dòng Laptop Acer Aspire 7&nbsp;A715-76-53PJ&nbsp;i5&nbsp;12450H/16GB/512GB/15.6""FHD/Win11 đang có giá chỉ từ <strong>13.990.000&nbsp;₫ + </strong>Tặng phiếu mua hàng 200,000đ áp dụng đến 26/12 + giảm 3% chương trình hssv ạ </p><p>Acer Aspire 7 A715-76-53PJ được trang bị bộ vi xử lý Intel Core i5-12450H&nbsp;thế hệ thứ 12 với 8 lõi và 12 luồng xử lý mạnh mẽ để mang đến hiệu năng vượt trội và hiệu suất xử lý&nbsp;tốt ạ </p><p>Nếu cần thêm thông tin khác chị gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo <a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a>. Để được hỗ trợ nhanh nhất ạ.</p><p>Thân mến!</p><p><br></p>', 'score': None, 'like': 0, 'fullName': 'Nguyễn Trung Hữu', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]",Con Aspire 7 này so với con Laptop Dell Inspiron N3520 i5 1235U/8GB/512GB/15.6FHD/Win11/Office HS21 thì con nào dùng lâu dài oke hơn ạ,2024-12-26T04:01:41.245Z,4 tháng trước,2025-04-16 16:05:25,Chi,52737.0,False,0.0,"{'images': [], 'videos': []}",970118640110,,,970118640110,Acer Aspire 7 A715-76-53PJ i5 12450H (NH.QGESV.007)
2595,"[{'id': 50904, 'creationTime': '2024-12-25T06:47:35.000Z', 'creationTimeDisplay': '4 tháng trước', 'content': '<p>Cảm ơn anh/ chị rất nhiều vì đã ủng hộ ! FPT Shop rất vui vì anh/chị thích sản phẩm.</p><p><br></p>', 'score': None, 'like': 0, 'fullName': 'Thành Nhân', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]",Máy giá tốt không có gì để chê,2024-12-25T06:43:52.437Z,4 tháng trước,2025-04-16 16:05:35,Quy Khach,50896.0,False,0.0,"{'images': [], 'videos': []}",970118640110,,,970118640110,Acer Aspire 7 A715-76-53PJ i5 12450H (NH.QGESV.007)
2617,"[{'id': 49235, 'creationTime': '2024-12-24T10:57:10.000Z', 'creationTimeDisplay': '4 tháng trước', 'content': '<p>Chào anh/chị Hà,</p><p><br></p><p>Dạ, Mẫu này với bộ vi xử lý Chip Intel Core i5 12450H thuộc dòng CPU mới và mạnh + Bộ nhớ RAM 16GB mở được nhiều ứng dụng 1 lúc + bộ lưu trữ khủng lên đến 512GB tha hồ để mình lưu trữ</p><p>Hiện máy đang có CTKM giảm ngay 3,000,000đ&nbsp;giá chỉ còn <strong>13.990.000&nbsp;₫ + </strong>Tặng phiếu mua hàng 200,000đ áp dụng đến 26/12 (Không áp dụng trả góp 0%)&nbsp;+ Tặng phiếu mua hàng 150,000đ mua Balo, Túi chống sốc</p><p><br></p><p>Bên em xin phép liên hệ để tư vấn chi tiết hơn. Nếu cần thêm thông tin khác anh (chị) gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo <a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a></p><p><br></p><p>Thân mến!</p>', 'score': None, 'like': 0, 'fullName': 'Nguyễn Ánh', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]","Em học cntt thì máy này xài ổn không ạ, thấy mấy bác kia tv con này ngon nhất tầm giá.",2024-12-24T10:44:26.435Z,4 tháng trước,2025-04-16 16:05:45,Hà,49134.0,False,0.0,"{'images': [], 'videos': []}",970118640110,,,970118640110,Acer Aspire 7 A715-76-53PJ i5 12450H (NH.QGESV.007)
2619,[],"Thiết kế rất thời trang, phù hợp với sinh viên như mình. Máy chạy ổn định, không bị lag khi mở nhiều tab trình duyệt cùng lúc.",2024-12-23T04:58:08.131Z,4 tháng trước,2025-04-16 16:05:56,Đặng Phương Linh,45977.0,False,0.0,"{'images': [], 'videos': []}",970118640110,5.0,,970118640110,Acer Aspire 7 A715-76-53PJ i5 12450H (NH.QGESV.007)
2621,[],Đã sử dụng hơn 1 tháng và chưa gặp vấn đề gì. Laptop này phù hợp cả để học tập lẫn giải trí.,2024-12-23T04:56:31.202Z,4 tháng trước,2025-04-16 16:05:56,Võ Đình Khoa,45972.0,False,0.0,"{'images': [], 'videos': []}",970118640110,5.0,,970118640110,Acer Aspire 7 A715-76-53PJ i5 12450H (NH.QGESV.007)
2623,[],"Bàn phím gõ rất êm, máy chạy êm ái không bị nóng khi dùng lâu.",2024-12-23T04:54:39.282Z,4 tháng trước,2025-04-16 16:05:56,Lê Thu Phương,45967.0,False,0.0,"{'images': [], 'videos': []}",970118640110,5.0,,970118640110,Acer Aspire 7 A715-76-53PJ i5 12450H (NH.QGESV.007)
2625,[],"Máy chạy khá nhanh. Tuy nhiên, loa hơi nhỏ so với kỳ vọng của mình. Nhưng với mức giá này thì rất đáng mua nhé.",2024-12-23T04:52:49.402Z,4 tháng trước,2025-04-16 16:05:56,Phạm Hoàng Nam,45961.0,False,0.0,"{'images': [], 'videos': []}",970118640110,4.0,,970118640110,Acer Aspire 7 A715-76-53PJ i5 12450H (NH.QGESV.007)
2627,[],"Thiết kế mỏng nhẹ, dễ mang đi làm hàng ngày nhé",2024-12-23T04:50:40.508Z,4 tháng trước,2025-04-16 16:05:56,Trần Minh Quân,45952.0,False,0.0,"{'images': [], 'videos': []}",970118640110,5.0,,970118640110,Acer Aspire 7 A715-76-53PJ i5 12450H (NH.QGESV.007)
2629,[],"Laptop sử dụng rất mượt mà, đặc biệt phù hợp cho công việc văn phòng",2024-12-23T04:48:30.062Z,4 tháng trước,2025-04-16 16:05:56,Nguyễn Thị Hồng Nhung,45942.0,False,0.0,"{'images': [], 'videos': []}",970118640110,5.0,,970118640110,Acer Aspire 7 A715-76-53PJ i5 12450H (NH.QGESV.007)
2743,"[{'id': 46812, 'creationTime': '2024-12-23T11:51:16.000Z', 'creationTimeDisplay': '4 tháng trước', 'content': '<p>Chào anh Thông</p><p><br></p><p>Dạ Laptop Asus Vivobook S16 OLED&nbsp;S5606MA-MX051W được trang bị bộ vi xử lý Intel Core Ultra 7 155H, mang lại hiệu suất mạnh mẽ cho các tác vụ đa nhiệm. </p><p><br></p><p>Bên em xin phép liên hệ để tư vấn chi tiết hơn. Nếu cần thêm thông tin khác anh/ chị gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo&nbsp;<a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a>.</p><p><br></p><p>Thân mến!</p>', 'score': None, 'like': 0, 'fullName': 'Trần Thị Khánh An', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]","Con này sử dụng bộ vi xử lý nào nhỉ?

",2024-12-23T11:39:11.932Z,4 tháng trước,2025-04-16 16:07:18,Chí Thông,46781.0,False,0.0,"{'images': [], 'videos': []}",435315135642,,,435315135642,Asus Vivobook S16 OLED S5606MA-MX051W U7-155H
2745,[],"Bàn phím thoải mái, hành trình phím tốt, gõ lâu không mỏi.
",2024-12-23T11:38:31.383Z,4 tháng trước,2025-04-16 16:07:18,trần chí hiền,46779.0,False,0.0,"{'images': [], 'videos': []}",435315135642,5.0,,435315135642,Asus Vivobook S16 OLED S5606MA-MX051W U7-155H
2747,"[{'id': 46808, 'creationTime': '2024-12-23T11:50:13.000Z', 'creationTimeDisplay': '4 tháng trước', 'content': '<p>Chào chị Tú</p><p><br></p><p>Dạ Asus Vivobook S16 OLED S5606MA-MX051W U7-155H giá chỉ ưu đãi chỉ 26.490.000&nbsp;₫ - Tặng phiếu mua hàng 300,000đ áp dụng đến 23/12 (Không áp dụng kèm trả góp 0%), Tặng phiếu mua hàng 150,000đ mua Balo, Túi chống sốc (Hạn sử dụng 15 ngày, Tiết kiệm 600,000đ khi mua Microsoft 365 Personal kèm thiết bị,...</p><p><br></p><p>Bên em xin phép liên hệ để tư vấn chi tiết hơn. Nếu cần thêm thông tin khác anh/ chị gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo&nbsp;<a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a>.</p><p><br></p><p>Thân mến!</p>', 'score': None, 'like': 0, 'fullName': 'Trần Thị Khánh An', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]",Có được tặng kèm gì không ad?,2024-12-23T11:37:59.172Z,4 tháng trước,2025-04-16 16:07:18,Tinh Tú,46777.0,False,0.0,"{'images': [], 'videos': []}",435315135642,,,435315135642,Asus Vivobook S16 OLED S5606MA-MX051W U7-155H
2749,"[{'id': 46801, 'creationTime': '2024-12-23T11:49:14.000Z', 'creationTimeDisplay': '4 tháng trước', 'content': '<p>Chào anh Tính</p><p><br></p><p>Dạ Máy trang bị màn hình OLED 16 inch với độ phân giải 3.2K (3200 x 2000), mang đến hình ảnh sắc nét và sống động.</p><p><br></p><p>Bên em xin phép liên hệ để tư vấn chi tiết hơn. Nếu cần thêm thông tin khác anh/ chị gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo&nbsp;<a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a>.</p><p><br></p><p>Thân mến!</p>', 'score': None, 'like': 0, 'fullName': 'Trần Thị Khánh An', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]","Màn hình có kích thước và độ phân giải ra sao ạ admin

",2024-12-23T11:37:01.990Z,4 tháng trước,2025-04-16 16:07:18,Hữu Tính,46773.0,False,0.0,"{'images': [], 'videos': []}",435315135642,,,435315135642,Asus Vivobook S16 OLED S5606MA-MX051W U7-155H
2751,[],"Mức giá hợp lý so với cấu hình và hiệu năng mang lại.
",2024-12-23T11:36:15.866Z,4 tháng trước,2025-04-16 16:07:18,My,46769.0,False,0.0,"{'images': [], 'videos': []}",435315135642,5.0,,435315135642,Asus Vivobook S16 OLED S5606MA-MX051W U7-155H
2753,"[{'id': 46800, 'creationTime': '2024-12-23T11:48:45.000Z', 'creationTimeDisplay': '4 tháng trước', 'content': '<p>Chào anh Nghĩa</p><p><br></p><p>Dạ Laptop không trang bị cảm biến vân tay, nhưng hỗ trợ đăng nhập bằng nhận diện khuôn mặt qua Windows Hello. </p><p><br></p><p>Bên em xin phép liên hệ để tư vấn chi tiết hơn. Nếu cần thêm thông tin khác anh/ chị gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo&nbsp;<a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a>.</p><p><br></p><p>Thân mến!</p>', 'score': None, 'like': 0, 'fullName': 'Trần Thị Khánh An', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]","ASUS Vivobook S16 OLED này có hỗ trợ công nghệ bảo mật vân tay không?

",2024-12-23T11:35:54.461Z,4 tháng trước,2025-04-16 16:07:29,Nguyễn Nghĩa,46768.0,False,0.0,"{'images': [], 'videos': []}",435315135642,,,435315135642,Asus Vivobook S16 OLED S5606MA-MX051W U7-155H
2757,[],"Hệ điều hành Windows 11 hiện đại, dễ sử dụng, giao diện tối ưu.
",2024-12-23T11:34:36.149Z,4 tháng trước,2025-04-16 16:07:29,Đức Phúc,46766.0,False,0.0,"{'images': [], 'videos': []}",435315135642,4.0,,435315135642,Asus Vivobook S16 OLED S5606MA-MX051W U7-155H
2759,"[{'id': 46799, 'creationTime': '2024-12-23T11:47:49.000Z', 'creationTimeDisplay': '4 tháng trước', 'content': '<p>Chào anh Hiếu</p><p><br></p><p>Dạ máy có thể hoạt động liên tục lên đến 16 giờ, phù hợp cho cả ngày làm việc hoặc học tập. </p><p><br></p><p>Bên em xin phép liên hệ để tư vấn chi tiết hơn. Nếu cần thêm thông tin khác anh/ chị gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo&nbsp;<a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a>.</p><p><br></p><p>Thân mến!</p>', 'score': None, 'like': 0, 'fullName': 'Trần Thị Khánh An', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]","Thời lượng pin của máy dùng dc bao lâu

",2024-12-23T11:34:04.745Z,4 tháng trước,2025-04-16 16:07:29,Đặng Minh Hiếu,46765.0,False,0.0,"{'images': [], 'videos': []}",435315135642,,,435315135642,Asus Vivobook S16 OLED S5606MA-MX051W U7-155H
2761,[],"Thiết kế mỏng nhẹ, hiện đại, phù hợp với người dùng di động.
",2024-12-23T11:33:03.050Z,4 tháng trước,2025-04-16 16:07:29,Bùi Mai,46764.0,False,0.0,"{'images': [], 'videos': []}",435315135642,5.0,,435315135642,Asus Vivobook S16 OLED S5606MA-MX051W U7-155H
2763,"[{'id': 46796, 'creationTime': '2024-12-23T11:46:29.000Z', 'creationTimeDisplay': '4 tháng trước', 'content': '<p>Chào anh Minh</p><p><br></p><p>Dạ FPT Shop có nhân viên hỗ trợ kỹ thuật tại nhà và giao hàng tận nơi miễn phí trong bán kính 20km (tính từ shop có hàng), tiết kiệm nhiều thời gian và công sức đi lại cho mình. </p><p><br></p><p>Bên em xin phép liên hệ để tư vấn chi tiết hơn. Nếu cần thêm thông tin khác anh/ chị gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo&nbsp;<a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a>.</p><p><br></p><p>Thân mến!</p>', 'score': None, 'like': 0, 'fullName': 'Trần Thị Khánh An', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]",có GHTN và hỗ teo kỹ thuật kh?,2024-12-23T11:32:15.108Z,4 tháng trước,2025-04-16 16:07:29,Minh,46761.0,False,0.0,"{'images': [], 'videos': []}",435315135642,,,435315135642,Asus Vivobook S16 OLED S5606MA-MX051W U7-155H
2765,"[{'id': 46798, 'creationTime': '2024-12-23T11:47:10.000Z', 'creationTimeDisplay': '4 tháng trước', 'content': '<p>Chào chị Hạnh</p><p><br></p><p>Dạ Asus Vivobook S16 OLED S5606MA-MX051W U7-155H hàng chính hãng giá chỉ ưu đãi chỉ 26.490.000&nbsp;₫ -  Giảm đến 1.200.000đ khi trả góp 100% qua thẻ Visa Sacombank.</p><p><br></p><p>Bên em xin phép liên hệ để tư vấn chi tiết hơn. Nếu cần thêm thông tin khác anh/ chị gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo&nbsp;<a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a>.</p><p><br></p><p>Thân mến!</p>', 'score': None, 'like': 0, 'fullName': 'Trần Thị Khánh An', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]",Ưu đãi thanh toán thẻ tín dụng?,2024-12-23T11:31:38.415Z,4 tháng trước,2025-04-16 16:07:39,Thị Hạnh,46756.0,False,0.0,"{'images': [], 'videos': []}",435315135642,,,435315135642,Asus Vivobook S16 OLED S5606MA-MX051W U7-155H
