product_id,name,manufacturer,cpu_model,laptop_height_mm,laptop_width_mm,cpu_boost_clock_ghz,root_price_vnd,cpu_threads,cpu_cores,ram_speed,discounted_price_vnd,ram_type,refresh_rate_hz,cpu_base_clock_ghz,ram_slots,battery_capacity_wh,vga_type,laptop_depth_mm,vga_vram_gb,laptop_camera
100679,Laptop Lenovo IdeaPad Slim 3 14IRH10 83K0000AVN-Xám,lenovo,13420H,222.1,314.4,4.6,17490000.0,12.0,8.0,4800.0,15890000.0,DDR5,144.0,2.1,2.0,60.0,card tích hợp,16.9,0.0,hd
88403,Laptop LG Gram 2024 14Z90S-G.AH55A5-Đen,lg,125H,214.3,312.0,4.7,36290000.0,16.0,12.0,6400.0,23590000.0,LPDDR5X,60.0,1.8,0.0,72.0,card tích hợp,15.7,0.0,full hd
88295,Laptop Asus Vivobook S 14 OLED M5406WA-PP071WS-Bạc,asus,HX 370,221.9,310.5,5.1,33990000.0,24.0,12.0,6400.0,30590000.0,LPDDR5X,120.0,2.0,0.0,75.0,card rời,13.9,8.0,full hd
86029,Laptop HP 240 G9 9E5W3PT-Bạc,hp,1235U,225.9,324.0,4.4,16990000.0,12.0,10.0,3200.0,13590000.0,DDR4,60.0,1.7,2.0,41.0,card tích hợp,19.9,0.0,hd
86136,Laptop Asus TUF Gaming F15 FX507VU-LP315W-Xám,asus,13620H,251.0,354.0,4.9,29990000.0,16.0,10.0,4800.0,26490000.0,DDR5,144.0,2.4,2.0,90.0,card rời,22.4,6.0,hd
101118,Laptop HP 15-FD0305TU A2NL6PA-Vàng,hp,1315U,236.0,359.8,4.5,12490000.0,8.0,6.0,3200.0,10272000.0,DDR4,60.0,1.2,0.0,41.0,card tích hợp,18.6,0.0,hd
97551,Laptop HP Envy X360 2IN1 14-FC0086TU A19BWPA-Bạc,hp,155U,218.9,313.4,4.8,35290000.0,14.0,12.0,6400.0,31590000.0,LPDDR5,120.0,1.2,0.0,59.16,card tích hợp,16.9,0.0,full hd
75939,Laptop Asus TUF Gaming A15 FA507NV-LP061W-Xám,asus,7735HS,251.0,354.0,4.7,31990000.0,16.0,8.0,4800.0,27590000.0,DDR5,144.0,3.2,2.0,90.0,card rời,22.4,4.0,hd
100324,Laptop ASUS ROG Strix G16 G614JU-N3480W-Xám,asus,13450HX,264.0,354.0,4.6,37990000.0,16.0,10.0,4800.0,30890000.0,DDR5,165.0,2.4,2.0,90.0,card rời,22.6,6.0,hd
102615,Laptop MSI Katana 15 B13VEK-2256VN V2-Đen,msi,13620H,259.0,359.0,4.9,29990000.0,20.0,14.0,5200.0,25590000.0,DDR5,144.0,1.8,2.0,53.5,card rời,24.9,6.0,hd
79548,Laptop Lenovo Ideapad Slim 5 14IMH9 83DA001NVN-Xám,lenovo,125H,221.0,312.0,4.5,21990000.0,18.0,14.0,7467.0,21090000.0,LPDDR5X,60.0,1.6,0.0,57.0,card tích hợp,16.9,0.0,full hd
100859,Laptop ASUS Vivobook 14 A1407CA-LY008WS-Bạc,asus,225H,223.4,315.2,4.9,22490000.0,16.0,14.0,5200.0,20490000.0,DDR5,60.0,1.7,0.0,42.0,card tích hợp,17.9,0.0,full hd
94107,MacBook Pro 14 M4 Pro 14CPU 20GPU 24GB 1TB | Chính hãng Apple Việt Nam-Đen,apple,m4 pro,221.2,312.6,,59990000.0,14.0,14.0,8533.0,59490000.0,LPDDR5X,120.0,,0.0,72.4,card tích hợp,15.5,,full hd
94106,MacBook Pro 14 M4 Pro 14CPU 20GPU 24GB 1TB | Chính hãng Apple Việt Nam-Bạc,apple,m4 pro,221.2,312.6,4.05,59990000.0,14.0,14.0,8533.0,59490000.0,LPDDR5X,120.0,,0.0,72.4,card tích hợp,15.5,,full hd
94384,Laptop Dell Inspiron 15 3530 N5I7240W1-Đen,dell,1355U,235.6,358.5,5.0,21990000.0,10.0,8.0,2666.0,20590000.0,DDR4,120.0,1.2,2.0,4.0,card tích hợp,19.0,0.0,hd
94101,MacBook Pro 14 M4 10CPU 10GPU 16GB 1TB | Chính hãng Apple Việt Nam-Đen,apple,m4,221.2,312.6,3.46,44990000.0,12.0,10.0,7500.0,44490000.0,LPDDR5,120.0,,0.0,72.4,card tích hợp,15.5,0.0,full hd
94100,MacBook Pro 14 M4 10CPU 10GPU 16GB 1TB | Chính hãng Apple Việt Nam-Bạc,apple,m4,221.2,312.6,4.4,44990000.0,10.0,10.0,7500.0,44490000.0,LPDDR5,120.0,,0.0,72.4,card tích hợp,15.5,0.0,full hd
85862,Laptop Lenovo IdeaPad Slim 3 15 ABR8 82XM00EJVN-Xám,lenovo,7430U,235.0,359.3,4.3,14390000.0,12.0,6.0,3200.0,12600000.0,DDR4,60.0,2.3,1.0,47.0,card tích hợp,17.9,0.0,hd
82010,Laptop Asus VivoBook S 14 OLED S5406MA-PP136W -Xanh,asus,125H,221.9,310.5,4.5,26990000.0,18.0,14.0,6400.0,23990000.0,LPDDR5X,120.0,1.2,0.0,75.0,card tích hợp,13.9,0.0,full hd
100871,Laptop ASUS Zenbook 14 UX3405CA-PZ187WS-Xanh,asus,225H,220.1,312.4,4.9,31990000.0,16.0,14.0,7467.0,29490000.0,LPDDR5X,120.0,1.7,0.0,75.0,card tích hợp,14.9,0.0,full hd
88687,Laptop Lenovo Ideapad Slim 5 14IMH9 83DA006UVN-Xám,lenovo,155H,221.0,312.0,4.8,26590000.0,22.0,16.0,7467.0,24090000.0,LPDDR5X,60.0,1.8,0.0,57.0,card tích hợp,16.9,0.0,full hd
72035,Laptop Dell Vostro 3520 F0V0V-Đen,dell,1235U,235.6,358.5,4.4,13990000.0,12.0,8.0,3200.0,12212000.0,DDR4,120.0,1.7,2.0,41.0,card tích hợp,22.5,0.0,hd
78588,Macbook Air M3 15 inch 2024 8GB - 512GB | Chính hãng Apple Việt Nam-Bạc,apple,m3,11.5,340.4,4.05,33990000.0,8.0,8.0,6400.0,26990000.0,LPDDR5,60.0,2.8,0.0,66.5,card tích hợp,237.6,0.0,full hd
78592,Macbook Air M3 15 inch 2024 8GB - 512GB | Chính hãng Apple Việt Nam-Trắng vàng,apple,m3,11.5,340.4,3.64,33990000.0,8.0,8.0,6400.0,26990000.0,LPDDR5,60.0,2.8,0.0,66.5,card tích hợp,237.6,0.0,full hd
78594,Macbook Air M3 15 inch 2024 8GB - 512GB | Chính hãng Apple Việt Nam-Xám,apple,m3,11.5,340.4,4.05,33990000.0,8.0,8.0,6400.0,26990000.0,LPDDR5,60.0,2.75,0.0,66.5,card tích hợp,237.6,0.0,full hd
51417,Laptop Avita Liber V14,avita,4500U,19.0,320.7,4.0,15600000.0,8.0,4.0,3200.0,10990000.0,LPDDR4X,60.0,2.3,0.0,42.0,card tích hợp,219.5,0.0,hd
78590,Macbook Air M3 15 inch 2024 8GB - 512GB | Chính hãng Apple Việt Nam-Đen,apple,m3,11.5,340.4,4.05,33990000.0,8.0,8.0,6400.0,26990000.0,LPDDR5,60.0,3.5,0.0,66.5,card tích hợp,237.6,0.0,full hd
100671,Laptop Lenovo IdeaPad Slim 3 15IRH10 83K1000GVN-Xám,lenovo,13420H,239.5,343.4,4.6,17490000.0,12.0,8.0,4800.0,15890000.0,DDR5,60.0,2.1,2.0,60.0,card tích hợp,16.9,0.0,hd
57539,Laptop HP Pavilion 15-EG2083TU 7C0W9PA-Bạc,hp,1240P,234.0,360.2,4.4,19790000.0,12.0,4.0,3200.0,14590000.0,DDR4,60.0,1.7,2.0,41.0,card tích hợp,17.9,0.0,hd
98810,Laptop Lenovo IdeaPad Flex 5 14ABR8 82XX00DLVN-Xám,lenovo,7730U,224.9,313.1,4.5,18990000.0,16.0,8.0,8448.0,17590000.0,LPDDR5X,60.0,2.0,0.0,52.5,card rời,17.8,,full hd
72938,Macbook Pro 14 M3 Max 36GB - 1TB | Chính hãng Apple Việt Nam-Đen,apple,m3 max,221.2,312.6,4.056,79990000.0,16.0,14.0,6400.0,70490000.0,LPDDR5,120.0,3.696,0.0,72.4,card tích hợp,15.5,,full hd
72937,Macbook Pro 14 M3 Max 36GB - 1TB | Chính hãng Apple Việt Nam-Bạc,apple,m3 max,221.2,312.6,4.056,79990000.0,16.0,14.0,6400.0,70490000.0,LPDDR5,120.0,,0.0,72.4,card tích hợp,15.5,,full hd
79807,Laptop ASUS Zenbook DUO (2024) UX8406MA-PZ142W -Xám,asus,185H,217.9,313.5,5.1,59990000.0,22.0,16.0,7467.0,53590000.0,LPDDR5X,120.0,2.3,0.0,75.0,card tích hợp,14.6,0.0,full hd
95794,Laptop ASUS Vivobook 14 X1404VA-NK394W -Bạc,asus,1315U,213.9,324.9,4.5,12690000.0,8.0,6.0,3200.0,9990000.0,DDR4,60.0,1.2,1.0,42.0,card tích hợp,17.9,0.0,hd
102128,Laptop Dell Inspiron 15 3530 N3530-Bạc,hp,1334U,235.6,358.5,4.6,19290000.0,10.0,10.0,2666.0,17090000.0,DDR4,120.0,1.2,2.0,3.0,card tích hợp,17.0,0.0,hd
94870,Laptop Dell Vostro 3530 2H1TPI7-Đen,dell,1355U,23.5,35.8,5.0,20990000.0,12.0,10.0,2666.0,17590000.0,DDR4,120.0,1.2,2.0,41.0,card tích hợp,1.7,0.0,hd
71192,Laptop Lenovo Yoga Slim 6 14IRH8 83E00008VN-Xám,lenovo,13700H,221.0,312.0,5.0,26890000.0,20.0,14.0,5200.0,22590000.0,LPDDR5X,60.0,2.4,0.0,65.0,card tích hợp,14.9,0.0,full hd
100345,Laptop Lenovo IdeaPad Slim 3 14IRH10 83K00009VN-Xám,lenovo,13620H,222.1,314.4,4.9,20490000.0,16.0,10.0,4800.0,18890000.0,DDR5,60.0,2.4,2.0,60.0,card tích hợp,16.9,0.0,hd
65148,Laptop HP 240 G9 6L1X3 -Bạc,hp,1215U,225.9,324.0,4.4,12990000.0,8.0,6.0,3200.0,9990000.0,DDR4,60.0,1.2,2.0,80.0,card rời,19.9,,hd
101114,Laptop MSI Katana 15 B13UDXK-2269VN V2-Đen,msi,13620H,259.0,359.0,4.9,25990000.0,16.0,10.0,5200.0,23290000.0,DDR5,144.0,2.4,2.0,53.5,card rời,24.9,6.0,hd
96186,Laptop ASUS Vivobook S14 OLED S5406SA-PP060WS-Xanh,asus,226V,221.9,310.5,4.5,28990000.0,8.0,8.0,7467.0,25490000.0,LPDDR5X,120.0,2.1,0.0,75.0,card tích hợp,13.9,0.0,full hd
87884,Laptop Lenovo ThinkBook 14 G6 ABP 21KJ005HVN-Xám,lenovo,7730U,224.0,313.5,4.5,21990000.0,16.0,8.0,3200.0,18090000.0,DDR4,60.0,2.0,2.0,45.0,card rời,16.9,,full hd
100432,Laptop Lenovo IdeaPad Slim 3 15IRH10 83K1000JVN -Xám,lenovo,13620H,239.5,343.4,4.9,19490000.0,16.0,10.0,4800.0,17890000.0,DDR5,60.0,2.4,2.0,60.0,card tích hợp,16.9,0.0,hd
101865,MacBook Air M4 15 inch 2025 10CPU 10GPU 24GB 512GB | Chính hãng Apple Việt Nam-Đêm xanh thẳm,apple,m4,237.6,340.4,4.4,41990000.0,10.0,10.0,7500.0,41490000.0,LPDDR5X,60.0,,0.0,66.5,card tích hợp,11.5,120.0,full hd
101862,MacBook Air M4 15 inch 2025 10CPU 10GPU 24GB 512GB | Chính hãng Apple Việt Nam-Xanh da trời,apple,m4,237.6,340.4,4.4,41990000.0,10.0,10.0,7500.0,41490000.0,LPDDR5X,60.0,,0.0,66.5,card tích hợp,11.5,120.0,full hd
101864,MacBook Air M4 15 inch 2025 10CPU 10GPU 24GB 512GB | Chính hãng Apple Việt Nam-Ánh sao,apple,m4,237.6,340.4,4.4,41990000.0,10.0,10.0,7500.0,41490000.0,LPDDR5X,60.0,,0.0,66.5,card tích hợp,11.5,120.0,full hd
101863,MacBook Air M4 15 inch 2025 10CPU 10GPU 24GB 512GB | Chính hãng Apple Việt Nam-Bạc,apple,m4,237.6,340.4,4.4,41990000.0,10.0,10.0,7500.0,41490000.0,LPDDR5X,60.0,,0.0,66.5,card tích hợp,11.5,120.0,full hd
93366,Laptop ASUS ExpertBook P5 P5405CSA-NZ0016W-Xám,asus,226V,223.2,312.0,4.5,27990000.0,8.0,8.0,5200.0,23690000.0,LPDDR5X,144.0,1.6,0.0,63.0,card tích hợp,14.9,0.0,full hd
92249,Laptop Acer Aspire 5 Spin 14 A5SP14-51MTN-78JH-Xám,acer,1355U,225.5,318.2,5.0,19990000.0,10.0,8.0,5200.0,16590000.0,LPDDR5,60.0,3.7,0.0,50.0,card tích hợp,18.0,0.0,full hd
97068,MacBook Pro 14 M4 Pro 14CPU 20GPU 24GB 1TB Nano | Chính hãng Apple Việt Nam-Đen,apple,m4 pro,221.2,312.6,4.4,63790000.0,14.0,14.0,8533.0,62990000.0,LPDDR5X,120.0,,0.0,72.4,card tích hợp,15.5,0.0,full hd
97067,MacBook Pro 14 M4 Pro 14CPU 20GPU 24GB 1TB Nano | Chính hãng Apple Việt Nam-Bạc,apple,m4 pro,221.2,312.6,,63790000.0,14.0,14.0,8533.0,62990000.0,LPDDR5X,120.0,,0.0,72.4,card tích hợp,15.5,,full hd
98623,Mac mini M4 2024 10CPU 10GPU 32GB 512GB | Chính hãng Apple Việt Nam-Bạc,apple,m4,127.0,127.0,,29990000.0,10.0,10.0,7500.0,29090000.0,LPDDR5,,,0.0,0.0,card tích hợp,50.0,0.0,full hd
77529,Laptop MSI Cyborg 15 A12VE-240VN-ĐEN,msi,12450H,250.0,359.0,4.4,19990000.0,12.0,8.0,4800.0,15990000.0,DDR5,144.0,2.0,2.0,53.5,card rời,21.9,4.0,hd
63018,Laptop MSI Modern 15 B13M-438VN-Đen,msi,1335U,241.0,359.0,4.6,18490000.0,12.0,10.0,3200.0,11990000.0,DDR4,60.0,1.7,1.0,65.0,card tích hợp,19.9,0.0,hd
95826,Laptop ASUS TUF Gaming F16 FX607JV-N3199W-Xám,asus,13650HX,252.0,355.0,4.9,32990000.0,20.0,14.0,4800.0,28990000.0,DDR5,165.0,2.6,2.0,90.0,card rời,22.1,8.0,hd
93670,Laptop Dell Latitude 5550 71047019-Xám,dell,165U,23.3,35.7,4.9,32490000.0,14.0,12.0,2800.0,29590000.0,DDR5,60.0,1.3,2.0,54.0,card tích hợp,20.8,0.0,full hd
88364,Laptop MSI Gaming Thin 15 B13UC-2081VN-Xám,msi,13420H,254.0,359.0,4.5,21990000.0,12.0,8.0,320.0,17990000.0,DDR4,144.0,3.1,2.0,52.4,card rời,21.7,4.0,hd
76750,Laptop Lenovo Yoga Slim 6 14IRH8 83E0000VVN-Xám,lenovo,13700H,221.0,312.0,5.0,24990000.0,20.0,14.0,5200.0,22590000.0,LPDDR5X,60.0,2.4,0.0,65.0,card tích hợp,14.9,0.0,full hd
94800,Laptop Lenovo ThinkPad E16 GEN 1 21JN00GLVN-Đen,lenovo,13420H,247.7,356.1,4.6,21990000.0,12.0,8.0,3200.0,19590000.0,DDR4,165.0,2.1,2.0,47.0,card tích hợp,19.8,0.0,full hd
55046,Laptop MSI Modern 14 C12M-241VN-Đen,msi,1255U,223.0,320.0,4.7,19990000.0,12.0,10.0,3200.0,12600000.0,DDR4,60.0,1.7,2.0,39.0,card tích hợp,19.5,0.0,hd
100419,Laptop Lenovo IdeaPad Slim 3 15ABR8 82XM00MCVN-Xám,lenovo,5825U,235.0,359.3,4.5,16490000.0,16.0,8.0,3200.0,13990000.0,DDR4,60.0,2.0,1.0,47.0,card rời,17.9,,hd
94111,MacBook Pro 16 M4 Pro 14CPU 20GPU 24GB 512GB | Chính hãng Apple Việt Nam-Đen,apple,m4 pro,248.1,355.7,,64990000.0,14.0,14.0,8533.0,63990000.0,LPDDR5X,120.0,,0.0,100.0,card tích hợp,16.8,,full hd
94110,MacBook Pro 16 M4 Pro 14CPU 20GPU 24GB 512GB | Chính hãng Apple Việt Nam-Bạc,apple,m4 pro,248.1,355.7,,64990000.0,14.0,14.0,8533.0,63990000.0,LPDDR5X,120.0,,0.0,100.0,card tích hợp,16.8,0.0,full hd
102314,Laptop ASUS Vivobook S 14 FLIP TP3402VA-LZ632W-Bạc,asus,13420H,227.6,313.2,4.6,20990000.0,12.0,8.0,3200.0,18090000.0,DDR4,60.0,2.1,2.0,50.0,card tích hợp,18.9,0.0,full hd
101106,Laptop HP Pavilion 15-EG3094TU 8C5L5PA V2-Vàng,hp,1335U,234.0,360.2,4.6,19990000.0,12.0,10.0,3200.0,16690000.0,DDR4,60.0,1.3,2.0,41.0,card tích hợp,17.9,0.0,hd
78399,Laptop Gigabyte G5 MF5-52VN383SH-Đen,gigabyte,13500H,238.0,360.0,4.7,25790000.0,16.0,12.0,4800.0,19590000.0,DDR5,144.0,2.5,2.0,54.0,card rời,227.0,6.0,hd
92493,Laptop MSI Prestige 14 AI Studio C1UDXG-058VN-Xám,msi,155H,246.5,313.4,4.8,30990000.0,22.0,16.0,5600.0,26490000.0,DDR5,144.0,1.8,2.0,90.0,card rời,18.9,6.0,full hd
44542,Samsung Galaxy Book,samsung,1165G7,229.1,356.6,4.2,25480000.0,8.0,4.0,4266.0,19500000.0,LPDDR4X,60.0,1.8,0.0,54.0,card tích hợp,15.4,0.0,hd
100869,Laptop ASUS Zenbook 14 UX3405CA-PZ368WS-Xanh,asus,255H,220.1,312.4,5.1,34990000.0,16.0,16.0,7467.0,30490000.0,LPDDR5X,120.0,2.0,0.0,75.0,card tích hợp,14.9,0.0,full hd
97522,Laptop ASUS ROG Strix G16 G614JV-N4369W-Xám,asus,13650HX,264.0,354.0,4.9,42990000.0,20.0,14.0,4800.0,34590000.0,DDR5,240.0,2.6,2.0,90.0,card rời,22.6,8.0,hd
86693,Laptop Lenovo V14 G4 IRU 83A000BGVN-Xám,lenovo,13420H,215.2,324.2,4.6,14590000.0,12.0,8.0,3200.0,13190000.0,DDR4,60.0,2.1,2.0,38.0,card tích hợp,19.9,0.0,hd
102623,Laptop ASUS Zenbook S 16 UM5606KA-RK113WS-Xám,asus,350,243.0,353.6,5.0,42990000.0,16.0,8.0,6400.0,39490000.0,LPDDR5X,120.0,2.0,0.0,78.0,card rời,11.9,,full hd
95824,Laptop ASUS TUF Gaming F16 FX607JU-N3139W-Xám,asus,13650HX,252.0,355.0,4.9,30990000.0,20.0,14.0,4800.0,27890000.0,DDR5,165.0,2.6,2.0,90.0,card rời,22.1,6.0,hd
80290,Laptop Asus ExpertBook B1 B1402CVA-NK0157W-Đen,asus,1355U,214.5,326.9,5.0,18490000.0,12.0,10.0,3200.0,15090000.0,DDR4,60.0,1.7,1.0,42.0,card tích hợp,19.9,0.0,hd
94114,MacBook Pro 16 M4 Max 14CPU 32GPU 36GB 1TB | Chính hãng Apple Việt Nam-Bạc,apple,m4 max,248.1,355.7,,89990000.0,14.0,14.0,8533.0,87490000.0,LPDDR5X,120.0,,0.0,100.0,card tích hợp,16.8,0.0,full hd
94115,MacBook Pro 16 M4 Max 14CPU 32GPU 36GB 1TB | Chính hãng Apple Việt Nam-Đen,apple,m4 max,248.1,355.7,,89990000.0,14.0,14.0,8533.0,87490000.0,LPDDR5X,120.0,,0.0,100.0,card tích hợp,16.8,0.0,full hd
100863,Laptop ASUS Vivobook 16 M1607KA-MB091WS-Bạc,asus,350,250.6,357.0,5.0,22990000.0,16.0,8.0,4800.0,19490000.0,DDR5,60.0,2.0,1.0,42.0,card rời,17.9,6.0,full hd
92501,Laptop MSI Prestige 14 AI Studio C1VEG-056VN-Xám,msi,155H,246.5,313.4,4.8,36990000.0,22.0,16.0,5600.0,31990000.0,DDR5,60.0,1.8,2.0,90.0,card rời,18.9,6.0,full hd
90902,Laptop MSI Prestige 14 EVO B13M-401VN-Bạc,msi,13500H,227.5,314.0,4.7,19990000.0,16.0,12.0,4800.0,16490000.0,LPDDR5,60.0,2.6,0.0,72.0,card tích hợp,17.9,0.0,full hd
97905,Laptop HP 15-FD1063TU 9Z2Y1PA-Vàng,hp,125H,236.0,359.8,4.5,20990000.0,18.0,14.0,2800.0,17990000.0,DDR5,60.0,1.6,0.0,41.0,card tích hợp,18.6,0.0,hd
91207,Laptop Dell Inspiron 15 3520 71045026-Đen,dell,1235U,235.6,358.5,4.4,16990000.0,12.0,8.0,2666.0,16090000.0,DDR4,120.0,3.3,2.0,41.0,card tích hợp,19.0,0.0,hd
95038,Laptop Acer Swift 14 AI SF14-51-75VP-Xanh,acer,258V,221.2,312.4,4.8,39990000.0,8.0,8.0,4266.5,39390000.0,LPDDR5X,90.0,3.7,0.0,65.0,card tích hợp,9.7,0.0,hd
60663,Laptop Asus TUF Gaming A15 FA507XI-LP420W-Xám,asus,7940HS,251.0,354.0,5.2,37990000.0,16.0,8.0,4800.0,32090000.0,DDR5,144.0,3.3,2.0,90.0,card rời,22.4,8.0,hd
101304,Laptop ASUS Vivobook S 16 S5606CA-RI115WS-Xanh,asus,255H,246.9,353.6,5.1,35990000.0,16.0,16.0,5200.0,32290000.0,LPDDR5X,120.0,2.0,0.0,75.0,card tích hợp,13.9,0.0,full hd
86699,Laptop MSI Gaming Sword 16 HX B14VFKG-460VN-Xám,msi,14650HX,266.4,359.0,4.9,39990000.0,20.0,14.0,5600.0,34990000.0,DDR5,240.0,2.2,2.0,65.0,card rời,21.8,8.0,hd
101780,Laptop Dell Inspiron 15 3530 71053721-Bạc,dell,1355U,235.6,358.5,4.4,21990000.0,10.0,5.0,2666.0,20590000.0,DDR4,120.0,1.1,2.0,41.0,card tích hợp,19.0,0.0,hd
94108,MacBook Pro 14 M4 Max 14CPU 32GPU 36GB 1TB | Chính hãng Apple Việt Nam-Bạc,apple,Max,221.2,312.6,,79990000.0,14.0,14.0,8533.0,77490000.0,LPDDR5X,120.0,,0.0,72.4,card tích hợp,15.5,0.0,full hd
94109,MacBook Pro 14 M4 Max 14CPU 32GPU 36GB 1TB | Chính hãng Apple Việt Nam-Đen,apple,Max,221.2,312.6,,79990000.0,14.0,14.0,8533.0,77490000.0,LPDDR5X,120.0,,0.0,72.4,card tích hợp,15.5,0.0,full hd
88275,Laptop Asus Vivobook S 14 OLED S5406MA-PP198WS-Xanh,asus,155H,221.9,310.5,4.8,29990000.0,22.0,16.0,7467.0,26590000.0,LPDDR5X,120.0,1.4,0.0,75.0,card tích hợp,13.9,0.0,full hd
102126,Laptop Lenovo IdeaPad Slim 3 16IRH10 83K20004VN-Xám,lenovo,13620H,251.0,360.0,4.9,20490000.0,16.0,10.0,4800.0,18890000.0,DDR5,60.0,2.4,2.0,60.0,card tích hợp,16.9,0.0,hd
88234,Laptop Asus Vivobook S 14 OLED S5406MA-PP046WS-Xanh,asus,125H,221.9,310.5,4.5,26990000.0,18.0,14.0,7467.0,24090000.0,LPDDR5X,120.0,1.2,0.0,75.0,card tích hợp,13.9,0.0,full hd
98619,Mac mini M4 2024 10CPU 10GPU 24GB 1TB | Chính hãng Apple Việt Nam-Bạc,apple,m4,127.0,127.0,4.4,29990000.0,10.0,10.0,7500.0,29090000.0,LPDDR5,,,0.0,0.0,card tích hợp,50.0,,
89718,Laptop Lenovo IdeaPad Slim 5 14IMH9 83DA006TVN-Xám,lenovo,125H,221.0,312.0,4.5,23690000.0,18.0,14.0,7467.0,21490000.0,LPDDR5X,60.0,1.6,0.0,57.0,card tích hợp,16.9,0.0,full hd
101163,Laptop ASUS Vivobook S 16 OLED M5606KA-RI016WS-Đen,asus,350,246.9,353.6,5.0,30990000.0,16.0,8.0,6400.0,27990000.0,LPDDR5X,120.0,2.0,0.0,75.0,card rời,13.9,8.0,full hd
70407,Laptop Dell Inspiron 15 3525 4R52X-Đen,dell,5500U,235.6,358.5,4.0,13990000.0,12.0,6.0,1600.0,11921000.0,DDR4,120.0,2.3,2.0,41.0,card rời,17.0,2.0,hd
81310,Laptop Acer Swift Go 14 AI SFG14-73-53X7 NX.KSLSV.001-Bạc,acer,125H,217.9,312.9,4.5,23990000.0,18.0,14.0,6400.0,22690000.0,LPDDR5X,120.0,3.6,0.0,65.0,card tích hợp,14.9,0.0,hd
77038,Laptop ASUS TUF Gaming A15 FA507NU-LP140W,asus,7535HS,232.5,359.7,4.5,25990000.0,12.0,6.0,4800.0,22090000.0,DDR5,144.0,3.3,2.0,90.0,card rời,17.9,6.0,hd
61504,Laptop MSI Modern 14 C13M-458VN-Đen,msi,1335U,223.0,320.0,4.6,17990000.0,12.0,10.0,3200.0,11630000.0,DDR4,60.0,1.3,2.0,39.3,card tích hợp,19.5,0.0,hd
102318,Laptop Lenovo IdeadPad Slim 3 14IRH10 83K00007VN-Xám,lenovo,13620H,222.1,314.4,4.9,19490000.0,16.0,10.0,4800.0,17890000.0,DDR5,60.0,2.4,2.0,60.0,card tích hợp,16.9,0.0,hd
100777,Laptop Gigabyte G6 KF-9RC56KF0HJJANIVN000-Đen,gigabyte,13620H,263.8,359.5,4.9,30990000.0,16.0,10.0,4800.0,26990000.0,DDR5,165.0,3.5,2.0,54.0,card rời,25.1,8.0,hd
43740,Laptop Itel Spirit 1 i5,hãng khác,8259U,226.1,365.0,3.8,,8.0,4.0,2400.0,10990000.0,DDR4,60.0,2.3,2.0,50.0,card tích hợp,24.9,0.0,full hd
93232,Laptop Dell Inspiron 15 3520 8D10NK-Bạc,dell,1235U,234.9,358.5,4.4,16490000.0,12.0,10.0,2666.0,15490000.0,DDR4,120.0,3.3,2.0,41.0,card tích hợp,17.5,0.0,hd
61867,Laptop Asus VivoBook S 14 FLIP TP3402VA-LZ118W-Bạc,asus,13900H,227.6,313.2,5.4,26490000.0,20.0,14.0,3200.0,21590000.0,DDR4,60.0,2.6,2.0,50.0,card tích hợp,18.9,0.0,full hd
71571,Laptop Dell Vostro 3520 Y4G15-Đen,dell,1255U,235.6,358.5,4.7,18990000.0,12.0,10.0,2666.0,16590000.0,DDR4,120.0,1.7,2.0,54.0,card rời,17.0,2.0,hd
93877,iMac M4 2024 24 inch 8CPU 8GPU 16GB 512GB | Chính hãng Apple Việt Nam-Xanh,apple,m4,461.0,547.0,4.4,39990000.0,8.0,8.0,7500.0,38490000.0,LPDDR5,60.0,,0.0,0.0,card tích hợp,147.0,0.0,full hd
93878,iMac M4 2024 24 inch 8CPU 8GPU 16GB 512GB | Chính hãng Apple Việt Nam-Hồng,apple,m4,461.0,547.0,4.4,39990000.0,8.0,8.0,7500.0,38490000.0,LPDDR5,60.0,,0.0,0.0,card tích hợp,147.0,0.0,full hd
93882,iMac M4 2024 24 inch 8CPU 8GPU 16GB 512GB | Chính hãng Apple Việt Nam-Cam,apple,m4,461.0,547.0,4.4,39990000.0,8.0,8.0,7500.0,38490000.0,LPDDR5,60.0,,0.0,0.0,card tích hợp,147.0,0.0,full hd
93881,iMac M4 2024 24 inch 8CPU 8GPU 16GB 512GB | Chính hãng Apple Việt Nam-Tím,apple,m4,461.0,547.0,4.4,39990000.0,8.0,8.0,7500.0,38490000.0,LPDDR5,60.0,,0.0,0.0,card tích hợp,147.0,0.0,full hd
93880,iMac M4 2024 24 inch 8CPU 8GPU 16GB 512GB | Chính hãng Apple Việt Nam-Vàng,apple,m4,461.0,547.0,4.4,39990000.0,8.0,8.0,7500.0,38490000.0,LPDDR5,60.0,,0.0,0.0,card tích hợp,147.0,0.0,full hd
93876,iMac M4 2024 24 inch 8CPU 8GPU 16GB 512GB | Chính hãng Apple Việt Nam-Bạc,apple,m4,461.0,547.0,4.4,39990000.0,8.0,8.0,7500.0,38490000.0,LPDDR5,60.0,,0.0,0.0,card tích hợp,147.0,0.0,full hd
93879,iMac M4 2024 24 inch 8CPU 8GPU 16GB 512GB | Chính hãng Apple Việt Nam-Xanh lá,apple,m4,461.0,547.0,4.4,39990000.0,8.0,8.0,7500.0,38490000.0,LPDDR5,60.0,,0.0,0.0,card tích hợp,147.0,0.0,full hd
